Name,Availability,Ref,Discount,Image URL,Brand,Old Price,Price,product_url,Système d'exploitation,Mémoire,Garantie,Taille de l'écran,Type de Processeur,Disque Dur,Carte Graphique,Couleur,Store
Pc Portable LENOVO IdeaPad 3 15IGL05 N4020 4Go 1To - Noir,En Stock,81WQ00GYFG,130000.0,https://www.technopro-online.com/79708-thickbox_default/pc-portable-lenovo-ideapad-3-15igl05-n4020-4go-1to-noir-81wq00gyfg.jpg,LENOVO,769000.0,639000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-3-15igl05-n4020-4go-1to-noir-81wq00gyfg.html,Windows 11,4 Go,1 an,"15.6""",Intel Celeron,1 To,Graphique Intégrée,Noir,OXtek
Pc Portable LENOVO V14 IGL Dual Core 4 Go (82C2000YFE),En Stock,82C2000YFE,nan,https://www.technopro-online.com/79717-thickbox_default/pc-portable-lenovo-v14-igl-dual-core-4-go-82c2000yfe.jpg,LENOVO,nan,629000,https://www.technopro-online.com/pc-portable-lenovo-v14-igl-dual-core-4-go-82c2000yfe.html,Free Dos,4 Go,1 an,"14""",Intel Celeron,1 To,Graphique Intégrée,Gris,OXtek
PC Portable LENOVO IdeaPad 3 15IGL05 N4020 4Go 1To - Gris,En Stock,81WQ00GWFG,100000.0,https://www.technopro-online.com/79706-thickbox_default/pc-portable-lenovo-ideapad-3-15igl05-n4020-4go-1to-gris-81wq00gwfg.jpg,LENOVO,729000.0,629000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-3-15igl05-n4020-4go-1to-gris-81wq00gwfg.html,Windows 11,4 Go,1 an,"15.6""",Intel Celeron,1 To,Graphique Intégrée,Gris,OXtek
Pc Portable LENOVO IDEAPAD 3 15IGL05 N4020 4GO 1To – Bleu (81WQ00GUFG),En Stock,81WQ00GUFG,100000.0,https://www.technopro-online.com/79707-thickbox_default/pc-portable-lenovo-ideapad-3-15igl05-n4020-4go-1to-bleu-81wq00gufg.jpg,LENOVO,729000.0,629000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-3-15igl05-n4020-4go-1to-bleu-81wq00gufg.html,Windows 11,4 Go,1 an,"15.6""",Intel Celeron,1 To,Graphique Intégrée,Bleu,OXtek
LENOVO IDEAPAD 3 15IGL05 N4020 4GO 256 Go SSD – Bleu (81WQ00GUFG),En Stock,81WQ00GUFG-256SSD,100000.0,https://www.technopro-online.com/91234-thickbox_default/lenovo-ideapad-3-15igl05-n4020-4go-256-go-ssd-bleu-81wq00gufg.jpg,LENOVO,739000.0,639000,https://www.technopro-online.com/lenovo-ideapad-3-15igl05-n4020-4go-256-go-ssd-bleu-81wq00gufg.html,Windows 11,4 Go,1 an,"15.6""",Intel Celeron,256 Go SSD,Graphique Intégrée,Bleu,OXtek
PC Portable LENOVO V15 IGL Dual Core 4Go 256 Go SSD - Gris,En Stock,82C30009FE-256SSD,100000.0,https://www.technopro-online.com/91346-thickbox_default/lenovo-v15-igl-dual-core-4go-256-go-ssd-gris.jpg,LENOVO,739000.0,639000,https://www.technopro-online.com/lenovo-v15-igl-dual-core-4go-256-go-ssd-gris.html,Free Dos,4 Go,1 an,"15.6""",Intel Celeron,256 Go SSD,Graphique Intégrée,Gris,OXtek
PC Portable LENOVO IdeaPad 3 15IGL05 N4020 4Go 1To - Gris (81WQ00GWFG-2Y),En Stock,81WQ00GWFG-2Y,101000.0,https://www.technopro-online.com/79716-thickbox_default/pc-portable-lenovo-ideapad-3-15igl05-n4020-4go-1to-gris-81wq00gwfg-2y.jpg,LENOVO,750000.0,649000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-3-15igl05-n4020-4go-1to-gris-81wq00gwfg-2y.html,Windows 11,4 Go,2 ans,"15.6""",Intel Celeron,1 To,Graphique Intégrée,,OXtek
PC Portable LENOVO V15 IGL Dual Core 4Go- Gris (82C30009FE),En Stock,82C30009FE,100000.0,https://www.technopro-online.com/79704-thickbox_default/pc-portable-lenovo-v15-igl-dual-core-4go-1to-gris-82c30009fe.jpg,LENOVO,759000.0,659000,https://www.technopro-online.com/pc-portable-lenovo-v15-igl-dual-core-4go-1to-gris-82c30009fe.html,Free Dos,4 Go,1 an,"15.6""",Intel Celeron,256 Go SSD,Graphique Intégrée,Gris,OXtek
LENOVO IdeaPad 3 15IGL05 N4020 4Go SSD 256 Go - Noir,En Stock,81WQ00GYFG-256ssd,120000.0,https://www.technopro-online.com/91076-thickbox_default/lenovo-ideapad-3-15igl05-n4020-4go-ssd-256-go-noir-81wq00gyfg.jpg,LENOVO,789000.0,669000,https://www.technopro-online.com/lenovo-ideapad-3-15igl05-n4020-4go-ssd-256-go-noir-81wq00gyfg.html,Windows 11,4 Go,1 an,"15.6""",Intel Celeron,256 Go SSD,Graphique Intégrée,Noir,OXtek
Pc Portable LENOVO V14 IGL 4Go - 256 GO SSD (82C2000YFE-256),En Stock,82C2000YFE-256,100000.0,https://www.technopro-online.com/84494-thickbox_default/-pc-portable-lenovo-v14-igl-1-to-256-go-ssd-82c2000yfe-256.jpg,LENOVO,789000.0,689000,https://www.technopro-online.com/-pc-portable-lenovo-v14-igl-1-to-256-go-ssd-82c2000yfe-256.html,,4 Go,1 an,"14""",Intel Celeron,256 Go SSD,Graphique Intégrée,Gris,OXtek
Pc Portable LENOVO V15 IGL 128 Go SSD (82C30009FE-128),En Stock,82C30009FE-128,200000.0,https://www.technopro-online.com/84429-thickbox_default/pc-portable-lenovo-v15-igl-1-to-128-go-ssd-82c30009fe-128.jpg,LENOVO,889000.0,689000,https://www.technopro-online.com/pc-portable-lenovo-v15-igl-1-to-128-go-ssd-82c30009fe-128.html,,4 Go,1 an,"15.6""",Intel Celeron,128 Go SSD,Graphique Intégrée,Gris,OXtek
LENOVO IDEAPAD 3 15igl05 256Go SSD 4Go Gris (81WQ00GWFG-256SSD-2Y),En Stock,81WQ00GWFG-256SSD-2Y,100000.0,https://www.technopro-online.com/84416-thickbox_default/-pc-portable-lenovo-ideapad-3-1to-256-go-ssd-gris-81wq00gwfg-256ssd-2y.jpg,LENOVO,819000.0,719000,https://www.technopro-online.com/-pc-portable-lenovo-ideapad-3-1to-256-go-ssd-gris-81wq00gwfg-256ssd-2y.html,Windows 11,4 Go,2 ans,"15.6""",Intel Celeron,256 Go SSD,Graphique Intégrée,Gris,OXtek
Pc Portable LENOVO V14 IGL 128 GO + 1 TO (82C2000YFE-128),En Stock,82C2000YFE-128,nan,https://www.technopro-online.com/84492-thickbox_default/-pc-portable-lenovo-v14-igl-128-go-1-to-82c2000yfe-128.jpg,LENOVO,nan,799000,https://www.technopro-online.com/-pc-portable-lenovo-v14-igl-128-go-1-to-82c2000yfe-128.html,,4 Go,1 an,"14""",Intel Celeron,1To + 128 Go SSD,Graphique Intégrée,Gris,OXtek
Pc Portable LENOVO IDEAPAD 3 15IGL05 N4020 8GO 1TO – Bleu (81WQ00GUFG-8),En Stock,81WQ00GUFG-8,nan,,LENOVO,nan,799000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-3-15igl05-n4020-8go-1to-bleu-81wq00gufg-8.html,Windows 11,8 Go,1 an,"15.6""",Intel Celeron,1 To,Graphique Intégrée,Bleu,OXtek
PC PORTABLE DELL VOSTRO 3520 I3 11È GÉN 4GO 256GO SSD,Sur commande 24H,V3520-I3-256SSD,nan,https://www.technopro-online.com/99201-thickbox_default/dell-vostro-3520-i3-11e-gen-4go-256go-ssd.jpg,DELL,nan,885000,https://www.technopro-online.com/dell-vostro-3520-i3-11e-gen-4go-256go-ssd.html,,4 Go,1 an,"15.6""",Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,OXtek
Pc Portable LENOVO V14 IGL Dual Core 8 Go (82C2000YFE-8),En Stock,82C2000YFE-8,nan,https://www.technopro-online.com/79715-thickbox_default/pc-portable-lenovo-v14-igl-dual-core-8-go-82c2000yfe-8.jpg,LENOVO,nan,885000,https://www.technopro-online.com/pc-portable-lenovo-v14-igl-dual-core-8-go-82c2000yfe-8.html,Free Dos,4 Go,1 an,"14""",Intel Celeron,1 To,Graphique Intégrée,Gris,OXtek
PC Portable LENOVO V15 IGL Dual Core 4Go Win 10 Pro - Gris (82C30009FE-Win10P),En Stock,82C30009FE-Win10P,200000.0,https://www.technopro-online.com/79725-thickbox_default/lenovo-v15-igl-dual-core-4go-1to-gris-82c30009fe-w10p.jpg,LENOVO,1089000.0,889000,https://www.technopro-online.com/lenovo-v15-igl-dual-core-4go-1to-gris-82c30009fe-w10p.html,Windows 10,4 Go,1 an,"15.6""",Intel Celeron,1 To,Graphique Intégrée,Gris,OXtek
PC Portable ASUS D415DA AMD Ryzen 3 4Go 1To - Gris,En Stock,D415DA-BV873T,100000.0,https://www.technopro-online.com/79728-thickbox_default/pc-portable-asus-d415da-amd-ryzen-3-4go-1to-gris-d415da-bv873t.jpg,ASUS,999000.0,899000,https://www.technopro-online.com/pc-portable-asus-d415da-amd-ryzen-3-4go-1to-gris-d415da-bv873t.html,Windows 10,4 Go,1 an,"14""",AMD Ryzen 3,1 To,Graphique Intégrée,Gris,OXtek
PC Portable Dell Vostro 3520 i3 11è gén 8Go 256Go SSD,Sur commande 24H,V3520-I3-256SSD-8G,nan,https://www.technopro-online.com/99208-thickbox_default/pc-portable-dell-vostro-3520-i3-11e-gen-8go-256go-ssd.jpg,DELL,nan,905000,https://www.technopro-online.com/pc-portable-dell-vostro-3520-i3-11e-gen-8go-256go-ssd.html,,8 Go,1 an,,,,,Noir,OXtek
PC portable Dell Vostro 3520 i3 11è gén 12Go 256Go SSD,Sur commande 24H,V3520-I3-256SSD-12G,nan,https://www.technopro-online.com/99204-thickbox_default/pc-portable-dell-vostro-3520-i3-11e-gen-12go-256go-ssd-.jpg,DELL,1399000.0,935000,https://www.technopro-online.com/pc-portable-dell-vostro-3520-i3-11e-gen-12go-256go-ssd-.html,,12 Go,1 an,,,,,Noir,OXtek
Pc Portable LENOVO Ideapad L3 i3 10Gén 4Go 1To Noir,En Stock,81WE01AXFE,100000.0,https://www.technopro-online.com/79730-thickbox_default/pc-portable-lenovo-ideapad-l3-i3-10gen-4go-1to-noir-81we01axfe.jpg,LENOVO,1035000.0,935000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-l3-i3-10gen-4go-1to-noir-81we01axfe.html,Free Dos,4 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,Noir,OXtek
PC Portable ASUS D415DA AMD Ryzen 3 8Go 1To - Gris,En Stock,D415DA-BV873T-8,nan,https://www.technopro-online.com/79732-thickbox_default/-pc-portable-asus-d415da-amd-ryzen-3-8go-1to-gris-d415da-bv873t-8.jpg,ASUS,nan,944000,https://www.technopro-online.com/-pc-portable-asus-d415da-amd-ryzen-3-8go-1to-gris-d415da-bv873t-8.html,Windows 10,8 Go,1 an,"14""",AMD Ryzen 3,1 To,Graphique Intégrée,Gris,OXtek
Pc Portable DELL Vostro 3500 i3 11è Gén - 4Go - 1To - Noir,En Stock,N6501VN3500EMEA03,104000.0,https://www.technopro-online.com/79736-thickbox_default/pc-portable-dell-vostro-3500-i3-11e-gen-4go-1to-noir-n6501vn3500emea03.jpg,DELL,1049000.0,945000,https://www.technopro-online.com/pc-portable-dell-vostro-3500-i3-11e-gen-4go-1to-noir-n6501vn3500emea03.html,Free Dos,4 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,Noir,OXtek
PC Portable ASUS VIVOBOOK X415FA Gris,En Stock,X415F-BV004T,nan,https://www.technopro-online.com/84535-thickbox_default/pc-portable-asus-vivobook-x415fa-gris-x415f-bv004t.jpg,ASUS,nan,975000,https://www.technopro-online.com/pc-portable-asus-vivobook-x415fa-gris-x415f-bv004t.html,Windows 10,4 Go,1 an,"14""",Intel Core i3,1 To,Graphique Intégrée,Gris,OXtek
Pc Portable LENOVO IdeaPad 3 15IGL05 N4020 12Go 1To - Noir (81WQ00GYFG-12G),En Stock,81WQ00GYFG-12G,nan,https://www.technopro-online.com/74083-thickbox_default/pc-portable-lenovo-ideapad-3-15igl05-n4020-12go-1to-noir-81wq00gyfg-12g.jpg,LENOVO,nan,979000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-3-15igl05-n4020-12go-1to-noir-81wq00gyfg-12g.html,Windows 11,12 Go,2 ans,"15.6""",Intel Celeron,1 To,Graphique Intégrée,,OXtek
Pc Portable LENOVO Ideapad 3 I3 10Gén 8Go 1To - Noir,En Stock,81WE01AXFE-8,nan,https://www.technopro-online.com/79733-thickbox_default/pc-portable-lenovo-ideapad-l3-i3-10gen-8go-1to-noir-81we01axfe-8.jpg,LENOVO,69000.0,985000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-l3-i3-10gen-8go-1to-noir-81we01axfe-8.html,Free Dos,8 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,Noir,OXtek
LENOVO Ideapad 3 i3 10Gén 4Go 256Go SSD Noir,En Stock,81WE01AXFE-256SSD,100000.0,https://www.technopro-online.com/91237-thickbox_default/lenovo-ideapad-l3-i3-10gen-4go-256go-ssd-noir-81we01axfe.jpg,LENOVO,1095000.0,995000,https://www.technopro-online.com/lenovo-ideapad-l3-i3-10gen-4go-256go-ssd-noir-81we01axfe.html,Free Dos,4 Go,1 an,"15.6""",Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,OXtek
ASUS Vivobook AMD Ryzen 3 12Go 1To - Gris,En Stock,D415DA-BV873T-12,nan,https://www.technopro-online.com/79734-thickbox_default/pc-portable-asus-d415da-amd-ryzen-3-12go-1to-gris-d415da-bv873t-12.jpg,ASUS,nan,998000,https://www.technopro-online.com/pc-portable-asus-d415da-amd-ryzen-3-12go-1to-gris-d415da-bv873t-12.html,Windows 10,12 Go,1 an,"14""",AMD Ryzen 3,1 To,Graphique Intégrée,Gris,OXtek
Pc Portable DELL Vostro 3500 i3 11è Gén - 8Go - 256 SSD - Noir,En Stock,N6501VN3500EMEA03-8,170000.0,https://www.technopro-online.com/79741-thickbox_default/pc-portable-dell-vostro-3500-i3-11e-gen-8go-1to-noir-n6501vn3500emea03.jpg,DELL,1169000.0,999000,https://www.technopro-online.com/pc-portable-dell-vostro-3500-i3-11e-gen-8go-1to-noir-n6501vn3500emea03.html,Free Dos,8 Go,1 an,"15.6""",Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,OXtek
Pc Portable DELL VOSTRO 15 3510 / I3 11È GÉN / 16 GO,En Stock,671673-3510-16,nan,https://www.technopro-online.com/99161-thickbox_default/pc-portable-dell-vostro-15-3510-i3-11e-gen-16-go.jpg,DELL,nan,999000,https://www.technopro-online.com/pc-portable-dell-vostro-15-3510-i3-11e-gen-16-go.html,,,,,,,,,OXtek
Pc portable Dell Vostro 3510 i3 11è Gén 4Go 256Go SSD - Noir (814485-3510),Sur commande 24H,814485-3510,51000.0,https://www.technopro-online.com/91526-thickbox_default/pc-portable-dell-vostro-3510-i3-4go-256go-noir.jpg,DELL,1050000.0,999000,https://www.technopro-online.com/pc-portable-dell-vostro-3510-i3-4go-256go-noir.html,LINUX,4 Go,1 an,"15.6""",Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,OXtek
Pc Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 12Go 256Go SSD - Sable,,82H802M4FG-12G,nan,https://www.technopro-online.com/95449-thickbox_default/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-12go-256go-ssd-sable.jpg,LENOVO,nan,1019000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-12go-256go-ssd-sable.html,Windows 11,12 Go,1 an,"15.6""",Intel Core i3,256 Go SSD,Graphique Intégrée,Blanc Sable,OXtek
LENOVO Ideapad L3 i3 10Gén 8Go 256Go SSD Noir,En Stock,81WE01AXFE-256SSD,100000.0,https://www.technopro-online.com/91240-thickbox_default/lenovo-ideapad-l3-i3-10gen-8go-256go-ssd-noir-81we01axfe.jpg,LENOVO,1119000.0,1019000,https://www.technopro-online.com/lenovo-ideapad-l3-i3-10gen-8go-256go-ssd-noir-81we01axfe.html,Free Dos,8 Go,1 an,"15.6""",Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,OXtek
PC Portable Lenovo V15 G3 IAP I3 12È GÉN 4 GO - Noir- Avec Sacoche Lenovo T210,sur commande 24h,82TT0028FE,nan,https://www.technopro-online.com/93429-thickbox_default/lenovo-v15-g3-iap-i3-12e-gen-4-go-noir-avec-sacoche.jpg,LENOVO,nan,1019000,https://www.technopro-online.com/lenovo-v15-g3-iap-i3-12e-gen-4-go-noir-avec-sacoche.html,Free Dos,,1 an,"15.6""",Intel Core i3,256 Go SSD,Graphique Intégrée,,OXtek
PC Portable ASUS D415DA AMD Ryzen 3 20Go 1To - Gris,En Stock,D415DA-BV873T-20,nan,https://www.technopro-online.com/79744-thickbox_default/pc-portable-asus-d415da-amd-ryzen-3-16go-1to-gris-d415da-bv873t-20.jpg,ASUS,nan,1034000,https://www.technopro-online.com/pc-portable-asus-d415da-amd-ryzen-3-16go-1to-gris-d415da-bv873t-20.html,Windows 10,20 Go,1 an,"14""",AMD Ryzen 3,1 To,Graphique Intégrée,Gris,OXtek
Pc Portable LENOVO Ideapad L3 I3 10Gén 12Go 1To - Noir,En Stock,81WE01AXFE-12,nan,https://www.technopro-online.com/79743-thickbox_default/pc-portable-lenovo-ideapad-l3-i3-10gen-12go-1to-noir-81we01axfe.jpg,LENOVO,nan,1035000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-l3-i3-10gen-12go-1to-noir-81we01axfe.html,Free Dos,12 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,Noir,OXtek
Pc portable Dell Vostro 3510 i3 11è Gén 8Go 1To HDD - Noir,Sur commande 24H,735775-3510,nan,https://www.technopro-online.com/91453-thickbox_default/pc-portable-dell-vostro-3510-i3-8go-1to-hdd-noir.jpg,DELL,nan,1045000,https://www.technopro-online.com/pc-portable-dell-vostro-3510-i3-8go-1to-hdd-noir.html,Free Dos,8 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,Noir,OXtek
PC Portable ASUS VivoBook X515FA i3 10è Gén 4 Go - Silver,Sur commande 24h,X515FA-BR204W,nan,https://www.technopro-online.com/80339-thickbox_default/pc-portable-asus-vivobook-x515fa-i3-10e-gen-4-go-silver.jpg,ASUS,nan,1049000,https://www.technopro-online.com/pc-portable-asus-vivobook-x515fa-i3-10e-gen-4-go-silver.html,Windows 11,4 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,Silver,OXtek
PC Portable ASUS i3 VivoBook 15 X1502ZA - 4 Go,Sur commande 24H,X1502ZA-EJ727W,nan,https://www.technopro-online.com/99391-thickbox_default/pc-portable-asus-vivobook-15-x1502za-4-go.jpg,ASUS,nan,1055000,https://www.technopro-online.com/pc-portable-asus-vivobook-15-x1502za-4-go.html,,4 Go,1 an,"15.6""",Intel Core i3,,Graphique Intégrée,Bleu,OXtek
PC Portable ASUS VivoBook 15 X1502ZA - 8 Go,Sur commande 24H,X1502ZA-EJ727W-8,nan,https://www.technopro-online.com/99393-thickbox_default/pc-portable-asus-vivobook-15-x1502za-8-go.jpg,ASUS,nan,1069000,https://www.technopro-online.com/pc-portable-asus-vivobook-15-x1502za-8-go.html,,8 Go,1 an,"15.6""",Intel Core i3,,Graphique Intégrée,Bleu,OXtek
Pc portable Asus X515JA i3 10Gén 4Go 512Go SSD - Gris (X515JA-EJ2481W),Sur commande 24H,X515JA-BR3991W,nan,https://www.technopro-online.com/91013-thickbox_default/pc-portable-asus-x515ja-i3-10gen-4go-512go-ssd-gris.jpg,ASUS,nan,1070000,https://www.technopro-online.com/pc-portable-asus-x515ja-i3-10gen-4go-512go-ssd-gris.html,Windows 11,4 Go,,"15.6""",Intel Core i3,512 Go SSD,Graphique Intégrée,Gris,OXtek
Pc Portable ASUS Dual Core 8Go - Silver + Antivirus Bitdefender,En Stock,X543MA-GQAR21T-8,100000.0,https://www.technopro-online.com/79724-thickbox_default/pc-portable-asus-dual-core-8go-silver-x543ma-gqar21t-8-antivirus-bitdefender.jpg,ASUS,1179000.0,1079000,https://www.technopro-online.com/pc-portable-asus-dual-core-8go-silver-x543ma-gqar21t-8-antivirus-bitdefender.html,Windows 10,8 Go,1 an,"15.6""",Intel Celeron,1 To,Graphique Intégrée,Silver,OXtek
Pc Portable LENOVO Ideapad L3 I3 10Gén 24 Go 1To - Noir (81WE01AXFE-24),En Stock,81WE01AXFE-24,nan,https://www.technopro-online.com/79765-thickbox_default/-pc-portable-lenovo-ideapad-l3-i3-10gen-24-go-1to-noir-81we01axfe-24.jpg,LENOVO,nan,1085000,https://www.technopro-online.com/-pc-portable-lenovo-ideapad-l3-i3-10gen-24-go-1to-noir-81we01axfe-24.html,Free Dos,24 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,,OXtek
PC Portable ASUS VivoBook X515FA i3 10è Gén 8 Go - Silver,Sur Commande 24h,X515FA-BR204W-8,nan,https://www.technopro-online.com/80340-thickbox_default/pc-portable-asus-vivobook-x515fa-i3-10e-gen-8-go-silver.jpg,ASUS,38000.0,1088000,https://www.technopro-online.com/pc-portable-asus-vivobook-x515fa-i3-10e-gen-8-go-silver.html,Windows 11,8 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,Silver,OXtek
PC Portable ASUS D415DA AMD Ryzen 3 8Go 1To+256 GO SSD - Gris,En Stock,D415DA-BV873T-8-256,nan,https://www.technopro-online.com/84516-thickbox_default/pc-portable-asus-d415da-amd-ryzen-3-8go-1to256-go-ssd-gris-d415da-bv873t-8-256.jpg,ASUS,nan,1099000,https://www.technopro-online.com/pc-portable-asus-d415da-amd-ryzen-3-8go-1to256-go-ssd-gris-d415da-bv873t-8-256.html,Windows 10,8 Go,1 an,"14""",AMD Ryzen 3,1 To + 256 Go SSD,Graphique Intégrée,Gris,OXtek
Pc Portable LENOVO Ideapad L3 I3 10Gén 16Go 1To - Noir,En Stock,81WE01AXFE-16,nan,https://www.technopro-online.com/79748-thickbox_default/pc-portable-lenovo-ideapad-l3-i3-10gen-16go-1to-noir-81we01axfe.jpg,LENOVO,nan,1099000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-l3-i3-10gen-16go-1to-noir-81we01axfe.html,Free Dos,16 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,Noir,OXtek
Pc portable Asus X515JA i3 10Gén 8Go 512Go SSD - Gris (X515JA-EJ2481W),Sur commande 24H,X515JA-BR3991W-8,nan,https://www.technopro-online.com/90813-thickbox_default/pc-portable-asus-x515ja-i3-10gen-8go-512go-ssd-gris-x515ja-ej2481w.jpg,ASUS,nan,1110000,https://www.technopro-online.com/pc-portable-asus-x515ja-i3-10gen-8go-512go-ssd-gris-x515ja-ej2481w.html,Windows 11,8 Go,,"15.6""",Intel Core i3,512 Go SSD,Graphique Intégrée,Gris,OXtek
PC Portable ASUS VivoBook 15 X1502ZA - 12 Go,Sur commande 24H,X1502ZA-EJ727W-12,nan,https://www.technopro-online.com/99396-thickbox_default/pc-portable-asus-vivobook-15-x1502za-12-go.jpg,ASUS,nan,1115000,https://www.technopro-online.com/pc-portable-asus-vivobook-15-x1502za-12-go.html,,12 Go,1 an,"15.6""",Intel Core i3,,Graphique Intégrée,Bleu,OXtek
Pc portable Asus Vivobook 15 X1502ZA i3 12Gén 4Go 256 Go Bleu (X1502ZA-EJ674W),Sur commande 24H,X1502ZA-EJ674W,40000.0,https://www.technopro-online.com/91466-thickbox_default/pc-portable-asus-vivobook-15-x1502za-i3-4go-256-go-bleu.jpg,ASUS,1155000.0,1115000,https://www.technopro-online.com/pc-portable-asus-vivobook-15-x1502za-i3-4go-256-go-bleu.html,Windows 11,4 Go,1 an,"15.6""",Intel Core i3,256 Go SSD,Graphique Intégrée,Bleu,OXtek
PC Portable ASUS VivoBook X515FA i3 10è Gén 12 Go - Silver,Sur Commande 24h,X515FA-BR204W-12,nan,https://www.technopro-online.com/80344-thickbox_default/pc-portable-asus-vivobook-x515fa-i3-10e-gen-12-go-silver.jpg,ASUS,nan,1123000,https://www.technopro-online.com/pc-portable-asus-vivobook-x515fa-i3-10e-gen-12-go-silver.html,Windows 11,12 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,Silver,OXtek
Pc Portable HP i3 15-dw3017nk 11è Gén 4Go 1 To - Gris (2R0N0EA),En Stock,2R0N0EA,370000.0,https://www.technopro-online.com/79763-thickbox_default/pc-portable-hp-15-dw3017nk-i3-11-gen-4go-silver-2r0n0ea.jpg,HP,1499000.0,1129000,https://www.technopro-online.com/pc-portable-hp-15-dw3017nk-i3-11-gen-4go-silver-2r0n0ea.html,Windows 10,4 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,Gris,OXtek
PC Portable LENOVO Thinkbook 15 G2 ITL - i3 11è Gén - 4 Go - 256 Go - Gris,Sur commande 24H,20VE0080FE,200000.0,https://www.technopro-online.com/80662-thickbox_default/pc-portable-lenovo-thinkbook-15-g2-itl-i3-11e-gen-4-go-256-go-gris.jpg,LENOVO,1329000.0,1129000,https://www.technopro-online.com/pc-portable-lenovo-thinkbook-15-g2-itl-i3-11e-gen-4-go-256-go-gris.html,Free Dos,4 Go,1 an,"15.6""",Intel Core i3,256 Go SSD,Graphique Intégrée,,OXtek
Pc Portable MSI Modern 15 I3 11Gén 8Go 256Go SSD - Gris (9s7-155266-1021-8),Sur Commande 48H,9s7-155266-1021-8,100000.0,https://www.technopro-online.com/85637-thickbox_default/pc-portable-msi-modern-15.jpg,MSI,1239000.0,1139000,https://www.technopro-online.com/pc-portable-msi-modern-15.html,Windows 11,8 Go,2 ans,"15.6""",Intel Core i3,256 Go SSD,Graphique Intégrée,Gris,OXtek
Pc Portable HP 255 G8 RYZEN 3 - 4Go - 1To - Gris + Sacoche HP,En Stock,32P03EA,260000.0,https://www.technopro-online.com/79745-thickbox_default/pc-portable-hp-255-g8-ryzen-3-4go-1to-gris-32p03ea-sacoche-hp.jpg,HP,1399000.0,1139000,https://www.technopro-online.com/pc-portable-hp-255-g8-ryzen-3-4go-1to-gris-32p03ea-sacoche-hp.html,Free Dos,4 Go,1 an,"15.6""",AMD Ryzen 3,1 To,Graphique Intégrée,Gris Foncé,OXtek
Pc Portable LENOVO Ideapad L3 I3 10Gén 20 Go 1To - Noir (81WE01AXFE-20),En Stock,81WE01AXFE-20,nan,https://www.technopro-online.com/79758-thickbox_default/pc-portable-lenovo-ideapad-l3-i3-10gen-20-go-1to-noir-81we01axfe-20.jpg,LENOVO,nan,1149000,https://www.technopro-online.com/pc-portable-lenovo-ideapad-l3-i3-10gen-20-go-1to-noir-81we01axfe-20.html,Free Dos,20 Go,1 an,"15.6""",Intel Core i3,1 To,Graphique Intégrée,Noir,OXtek
DELL Vostro 3400 i5 11è Gén - 4Go - 1To - Noir,En Stock,V3400I5-4G,nan,https://www.technopro-online.com/79751-thickbox_default/dell-vostro-3400-i5.jpg,DELL,nan,1149000,https://www.technopro-online.com/dell-vostro-3400-i5.html,Free Dos,4 Go,1 an,"14""",Intel Core I5,1 To,Graphique Intégrée,Noir,OXtek
PC Portable ASUS D415DA AMD Ryzen 3 8Go 1To+512GO SSD - Gris,En Stock,D415DA-BV873T-8-512,100000.0,https://www.technopro-online.com/84532-thickbox_default/pc-portable-asus-d415da-amd-ryzen-3-8go-1to512go-ssd-gris-d415da-bv873t-8-512.jpg,ASUS,1249000.0,1149000,https://www.technopro-online.com/pc-portable-asus-d415da-amd-ryzen-3-8go-1to512go-ssd-gris-d415da-bv873t-8-512.html,Windows 10,8 Go,1 an,"14""",AMD Ryzen 3,1 To + 512 Go SSD,Graphique Intégrée,Gris,OXtek
