Name,Availability,Ref,Discount,Image URL,Brand,Old Price,Price,product_url,Système d'exploitation,Mémoire,Garantie,Taille de l'écran,Type de Processeur,Disque Dur,Carte Graphique,Couleur,Store
Pc Portable Acer TravelMate P2 i3 11Gén 24Go 1To Noir,En stock,NX.VPREF.004-24, ,https://spacenet.tn/175602-large_default/pc-portable-acer-travelmate-p2-i3-11gen-24go-1to-noir.jpg,Acer, ,1534000,https://spacenet.tn/pc-portable-tunisie/50531-pc-portable-acer-travelmate-p2-i3-11gen-24go-1to-noir.html,Free Dos,24 Go,1 An,15.6 Pouces,Intel Core i3,1 To,Graphique Intégrée,Noir,Spacenet
Pc Portable Lenovo V15  I5 10Gén 20Go 1To Gris  + Sacoche Lenovo,Rupture de stock,82C500T8FE-20,500000,https://spacenet.tn/136469-large_default/pc-portable-lenovo-v15-i5-10gen-20go-1to-gris-sacoche-lenovo.jpg,Lenovo,2035000,1535000,https://spacenet.tn/pc-portable-tunisie/47607-pc-portable-lenovo-v15-i5-10gen-20go-1to-gris-sacoche-lenovo.html,Free Dos,20 Go,1 An,15.6 Pouces,Intel Core i5,1 To,Nvidia Geforce,Gris,Spacenet
Pc Portable Asus VivoBook X1605P I5 11Gén 12Go 512Go SSD Silver,Sur commande,X1605PA-MB038W-12, ,https://spacenet.tn/152569-large_default/pc-portable-asus-vivobook-x1605p-i5-11gen-12go-512go-ssd-silver.jpg,Asus, ,1539000,https://spacenet.tn/pc-portables-pro-tunisie/57988-pc-portable-asus-vivobook-x1605p-i5-11gen-12go-512go-ssd-silver.html,Windows 11 ,12 Go ,2 ans,16 Pouces,Intel Core i5,512Go SSD,Graphique Intégrée,Silver,Spacenet
Pc Portable Acer Extensa 15 i3 11Gén 12Go 1To + 256Go SSD Noir,En stock,NX.EGHEF.00A-12, ,https://spacenet.tn/175413-large_default/pc-portable-acer-extensa-15-i3-11gen-12go-1to-256go-ssd-noir.jpg,Acer, ,1539000,https://spacenet.tn/pc-portable-tunisie/66249-pc-portable-acer-extensa-15-i3-11gen-12go-1to-256go-ssd-noir.html,Windows 11 Pro,12 Go ,1 An,15.6 Pouces,Intel Core i3,1 To + 256 Go SSD,Nvidia Geforce,Noir,Spacenet
Pc Portable Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 12Go 512Go Bleu,En stock,82KU00J6FG-12, ,https://spacenet.tn/118564-large_default/pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-7-12go-512go-bleu.jpg,Lenovo, ,1539000,https://spacenet.tn/pc-portable-tunisie/52388-pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-7-12go-512go-bleu.html,Free Dos,12 Go ,1 An,15.6 Pouces,AMD Ryzen 7,512Go SSD,AMD Readon,Bleu,Spacenet
Pc Portable Asus X515EP i5 11Gén 8Go 256 Go SSD Bleu (X515EP-BQ676W),Sur commande,X515EP-BQ676W,150000,https://spacenet.tn/127931-large_default/pc-portable-asus-x515ep-i5-11gen-8go-256-go-ssd-bleu-x515ep-bq676w.jpg,Asus,1699000,1549000,https://spacenet.tn/pc-portable-tunisie/54327-pc-portable-asus-x515ep-i5-11gen-8go-256-go-ssd-bleu-x515ep-bq676w.html,Windows 11 , 8 Go ,2 ans,15.6 Pouces,Intel Core i5,256 Go SSD,Nvidia Geforce,Bleu,Spacenet
Pc Portable Asus X515EP i5 11Gén 12Go 256 Go SSD Silver,Rupture de stock,X515EP-BQ398W-12, ,https://spacenet.tn/125661-large_default/pc-portable-asus-x515ep-i5-11gen-12go-256-go-ssd-silver.jpg,Asus, ,1549000,https://spacenet.tn/pc-portable-tunisie/53807-pc-portable-asus-x515ep-i5-11gen-12go-256-go-ssd-silver.html,Windows 11 ,12 Go ,2 ans,15.6 Pouces,Intel Core i5,256 Go SSD,Nvidia Geforce,Silver,Spacenet
Pc Portable Lenovo IdeaPad 3 i5 11Gén 8Go 1To Bleu (82H800VJFE),En stock,82H800VJFE,180000,https://spacenet.tn/122241-large_default/pc-portable-lenovo-ideapad-3-i5-11gen-8go-1to-bleu-82h800vjfe.jpg,Lenovo,1729000,1549000,https://spacenet.tn/pc-portable-tunisie/48293-pc-portable-lenovo-ideapad-3-i5-11gen-8go-1to-bleu-82h800vjfe.html,Free Dos, 8 Go ,1 An,15.6 Pouces,Intel Core i5,1 To,Nvidia Geforce,Bleu,Spacenet
Pc Portable Lenovo IdeaPad 3 i5 11Gén 8Go 1To Gris (82H800SXFE),En stock,82H800SXFE,180000,https://spacenet.tn/122244-large_default/pc-portable-lenovo-ideapad-3-i5-11gen-8go-1to-gris-82h800sxfe.jpg,Lenovo,1729000,1549000,https://spacenet.tn/pc-portable-tunisie/48294-pc-portable-lenovo-ideapad-3-i5-11gen-8go-1to-gris-82h800sxfe.html,Free Dos, 8 Go ,1 An,15.6 Pouces,Intel Core i5,1 To,Nvidia Geforce,Gris,Spacenet
Pc Portable Acer Extensa 15 i3 11Gén 8Go 1To + 256Go SSD Noir (NX.EGHEF.00A),En stock,NX.EGHEF.00A,200000,https://spacenet.tn/175222-large_default/pc-portable-acer-extensa-15-i3-11gen-8go-1to-256go-ssd-noir-nxeghef00a.jpg,Acer,1699000,1499000,https://spacenet.tn/pc-portable-tunisie/46539-pc-portable-acer-extensa-15-i3-11gen-8go-1to-256go-ssd-noir-nxeghef00a.html,Windows 11 Pro, 8 Go ,1 An,15.6 Pouces,Intel Core i3,1 To + 256 Go SSD,Nvidia Geforce,Noir,Spacenet
Pc Portable Asus VivoBook 15 X1502ZA i5 12Gén 16Go 512Go SSD W11 Bleu,Sur commande,X1502ZA-EJ087W-16, ,https://spacenet.tn/163782-large_default/pc-portable-asus-vivobook-15-x1502za-i5-12gen-16go-512go-ssd-w11-bleu.jpg,Asus, ,1505000,https://spacenet.tn/pc-portable-tunisie/60124-pc-portable-asus-vivobook-15-x1502za-i5-12gen-16go-512go-ssd-w11-bleu.html,Windows 11 ,16 Go ,2 ans,15.6 Pouces,Intel Core i5,512Go SSD,Graphique Intégrée,Bleu,Spacenet
Pc Portable Asus VivoBook 15 X1502ZA i5 12Gén 16Go 512Go SSD Silver,Sur commande,X1502ZA-EJ428W-16, ,https://spacenet.tn/163815-large_default/pc-portable-asus-vivobook-15-x1502za-i5-12gen-16go-512go-ssd-silver.jpg,Asus, ,1505000,https://spacenet.tn/pc-portable-tunisie/60131-pc-portable-asus-vivobook-15-x1502za-i5-12gen-16go-512go-ssd-silver.html,Windows 11 ,16 Go ,2 ans,15.6 Pouces,Intel Core i5,512Go SSD,Graphique Intégrée,Silver,Spacenet
PC Portable HP 15s-fq5002nk i3 12Gén 8 Go 256Go SSD Silver,En stock,6D6Y7EA-8,100000,https://spacenet.tn/122062-large_default/pc-portable-hp-15s-fq5002nk-i3-12gen-8-go-256go-ssd-silver.jpg,Hp,1615000,1515000,https://spacenet.tn/pc-portable-tunisie/53101-pc-portable-hp-15s-fq5002nk-i3-12gen-8-go-256go-ssd-silver.html,Windows 11 , 8 Go ,1 An,15.6 Pouces,Intel Celeron,256 Go SSD,Graphique Intégrée,Silver,Spacenet
Pc Portable Asus VivoBook X1605P I5 11Gén 8Go 512Go SSD Silver (X1605PA-MB038W),Sur commande,X1605PA-MB038W, ,https://spacenet.tn/152561-large_default/pc-portable-asus-vivobook-x1605p-i5-11gen-8go-512go-ssd-silver-x1605pa-mb038w.jpg,Asus, ,1519000,https://spacenet.tn/pc-portables-pro-tunisie/57467-pc-portable-asus-vivobook-x1605p-i5-11gen-8go-512go-ssd-silver-x1605pa-mb038w.html,Windows 11 , 8 Go ,2 ans,16 Pouces,Intel Core i5,512Go SSD,Graphique Intégrée,Silver,Spacenet
PC Portable HP 15-dw4007n i5 12Gén 24 Go 256Go SSD Gris,Rupture de stock,6L9K4EA-24,470000,https://spacenet.tn/133192-large_default/pc-portable-hp-15-dw4007n-i5-12gen-24-go-256go-ssd-gris.jpg,Hp,1995000,1525000,https://spacenet.tn/pc-portable-tunisie/55566-pc-portable-hp-15-dw4007n-i5-12gen-24-go-256go-ssd-gris.html,Windows 11 ,24 Go,1 An,15.6 Pouces,Intel Core i5,256 Go SSD,Intel Iris Xᵉ Graphics,Gris,Spacenet
Pc Portable Lenovo V15  I5 10Gén 12Go 1 To + 256Go SSD Gris,Rupture de stock,82C500T8FE-256SSD-12,454000,https://spacenet.tn/136682-large_default/pc-portable-lenovo-v15-i5-10gen-12go-1-to-256go-ssd-gris.jpg,Lenovo,1979000,1525000,https://spacenet.tn/pc-portable-tunisie/56178-pc-portable-lenovo-v15-i5-10gen-12go-1-to-256go-ssd-gris.html,Free Dos,12 Go ,1 An,15.6 Pouces,Intel Core i5,1 To + 256 Go SSD,Nvidia Geforce,Gris,Spacenet
Pc Portable Dell Vostro 3500 i3 11Gén 24Go 1 To W10 - Noir,En stock,N6501VN3500EMEA01-24-W10, ,https://spacenet.tn/162945-large_default/pc-portable-dell-vostro-3500-i3-11gen-24go-1-to-w10-noir.jpg,Dell, ,1528000,https://spacenet.tn/ordinateur-portable/59969-pc-portable-dell-vostro-3500-i3-11gen-24go-1-to-w10-noir.html,Windows 10 Pro,24 Go,1 An,15.6 Pouces,Intel Core i3,1 To,Graphique Intégrée,Noir,Spacenet
Pc Portable Lenovo V15 G2 IML i5 10Gén 12Go 1To Gris,Rupture de stock,82NB000HFE-12, ,https://spacenet.tn/95829-large_default/pc-portable-lenovo-v15-g2-iml-i5-10gen-12go-1to-gris.jpg,Lenovo, ,1529000,https://spacenet.tn/pc-portable-tunisie/48372-pc-portable-lenovo-v15-g2-iml-i5-10gen-12go-1to-gris.html,Free Dos,12 Go ,1 An,15.6 Pouces,Intel Core i5,1 To,Graphique Intégrée,Gris,Spacenet
Pc Portable Lenovo IP3 i5 11Gén 8Go 512Go SSD Gris (82H8039KFG),Rupture de stock,82H8039KFG, ,https://spacenet.tn/159022-large_default/pc-portable-lenovo-ip3-i5-11gen-8go-512go-ssd-gris-82h8039kfg.jpg,Lenovo, ,1529000,https://spacenet.tn/pc-portable-tunisie/59489-pc-portable-lenovo-ip3-i5-11gen-8go-512go-ssd-gris-82h8039kfg.html,Free Dos, 8 Go ,2 ans,15.6 Pouces,Intel Core i5,512Go SSD,Nvidia Geforce,Gris,Spacenet
Pc Portable Lenovo V15 G2 IML i5 10Gén 8Go 1 To + 256Go SSD Gris,Rupture de stock,82NB000HFE-256SSD-8, ,https://spacenet.tn/136644-large_default/pc-portable-lenovo-v15-g2-iml-i5-10gen-8go-1-to-256go-ssd-gris.jpg,Lenovo, ,1529000,https://spacenet.tn/pc-portable-tunisie/56174-pc-portable-lenovo-v15-g2-iml-i5-10gen-8go-1-to-256go-ssd-gris.html,Free Dos, 8 Go ,1 An,15.6 Pouces,Intel Core i5,1 To + 256 Go SSD,Graphique Intégrée,Gris,Spacenet
Pc Portable Acer TravelMate P2 i3 11Gén 24Go 1To Noir,En stock,NX.VPREF.004-24, ,https://spacenet.tn/175602-large_default/pc-portable-acer-travelmate-p2-i3-11gen-24go-1to-noir.jpg,Acer, ,1534000,https://spacenet.tn/pc-portable-tunisie/50531-pc-portable-acer-travelmate-p2-i3-11gen-24go-1to-noir.html,Free Dos,24 Go,1 An,15.6 Pouces,Intel Core i3,1 To,Graphique Intégrée,Noir,Spacenet
Pc Portable Lenovo V15  I5 10Gén 20Go 1To Gris  + Sacoche Lenovo,Rupture de stock,82C500T8FE-20,500000,https://spacenet.tn/136469-large_default/pc-portable-lenovo-v15-i5-10gen-20go-1to-gris-sacoche-lenovo.jpg,Lenovo,2035000,1535000,https://spacenet.tn/pc-portable-tunisie/47607-pc-portable-lenovo-v15-i5-10gen-20go-1to-gris-sacoche-lenovo.html,Free Dos,20 Go,1 An,15.6 Pouces,Intel Core i5,1 To,Nvidia Geforce,Gris,Spacenet
Pc Portable Asus VivoBook X1605P I5 11Gén 12Go 512Go SSD Silver,Sur commande,X1605PA-MB038W-12, ,https://spacenet.tn/152569-large_default/pc-portable-asus-vivobook-x1605p-i5-11gen-12go-512go-ssd-silver.jpg,Asus, ,1539000,https://spacenet.tn/pc-portables-pro-tunisie/57988-pc-portable-asus-vivobook-x1605p-i5-11gen-12go-512go-ssd-silver.html,Windows 11 ,12 Go ,2 ans,16 Pouces,Intel Core i5,512Go SSD,Graphique Intégrée,Silver,Spacenet
Pc Portable Acer Extensa 15 i3 11Gén 12Go 1To + 256Go SSD Noir,En stock,NX.EGHEF.00A-12, ,https://spacenet.tn/175413-large_default/pc-portable-acer-extensa-15-i3-11gen-12go-1to-256go-ssd-noir.jpg,Acer, ,1539000,https://spacenet.tn/pc-portable-tunisie/66249-pc-portable-acer-extensa-15-i3-11gen-12go-1to-256go-ssd-noir.html,Windows 11 Pro,12 Go ,1 An,15.6 Pouces,Intel Core i3,1 To + 256 Go SSD,Nvidia Geforce,Noir,Spacenet
Pc Portable Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 12Go 512Go Bleu,En stock,82KU00J6FG-12, ,https://spacenet.tn/118564-large_default/pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-7-12go-512go-bleu.jpg,Lenovo, ,1539000,https://spacenet.tn/pc-portable-tunisie/52388-pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-7-12go-512go-bleu.html,Free Dos,12 Go ,1 An,15.6 Pouces,AMD Ryzen 7,512Go SSD,AMD Readon,Bleu,Spacenet
Pc Portable Asus X515EP i5 11Gén 8Go 256 Go SSD Bleu (X515EP-BQ676W),Sur commande,X515EP-BQ676W,150000,https://spacenet.tn/127931-large_default/pc-portable-asus-x515ep-i5-11gen-8go-256-go-ssd-bleu-x515ep-bq676w.jpg,Asus,1699000,1549000,https://spacenet.tn/pc-portable-tunisie/54327-pc-portable-asus-x515ep-i5-11gen-8go-256-go-ssd-bleu-x515ep-bq676w.html,Windows 11 , 8 Go ,2 ans,15.6 Pouces,Intel Core i5,256 Go SSD,Nvidia Geforce,Bleu,Spacenet
Pc Portable Asus X515EP i5 11Gén 12Go 256 Go SSD Silver,Rupture de stock,X515EP-BQ398W-12, ,https://spacenet.tn/125661-large_default/pc-portable-asus-x515ep-i5-11gen-12go-256-go-ssd-silver.jpg,Asus, ,1549000,https://spacenet.tn/pc-portable-tunisie/53807-pc-portable-asus-x515ep-i5-11gen-12go-256-go-ssd-silver.html,Windows 11 ,12 Go ,2 ans,15.6 Pouces,Intel Core i5,256 Go SSD,Nvidia Geforce,Silver,Spacenet
Pc Portable Lenovo IdeaPad 3 i5 11Gén 8Go 1To Bleu (82H800VJFE),En stock,82H800VJFE,180000,https://spacenet.tn/122241-large_default/pc-portable-lenovo-ideapad-3-i5-11gen-8go-1to-bleu-82h800vjfe.jpg,Lenovo,1729000,1549000,https://spacenet.tn/pc-portable-tunisie/48293-pc-portable-lenovo-ideapad-3-i5-11gen-8go-1to-bleu-82h800vjfe.html,Free Dos, 8 Go ,1 An,15.6 Pouces,Intel Core i5,1 To,Nvidia Geforce,Bleu,Spacenet
Pc Portable Lenovo IdeaPad 3 i5 11Gén 8Go 1To Gris (82H800SXFE),En stock,82H800SXFE,180000,https://spacenet.tn/122244-large_default/pc-portable-lenovo-ideapad-3-i5-11gen-8go-1to-gris-82h800sxfe.jpg,Lenovo,1729000,1549000,https://spacenet.tn/pc-portable-tunisie/48294-pc-portable-lenovo-ideapad-3-i5-11gen-8go-1to-gris-82h800sxfe.html,Free Dos, 8 Go ,1 An,15.6 Pouces,Intel Core i5,1 To,Nvidia Geforce,Gris,Spacenet
Pc Portable DELL Vostro 3400 i3 11è Gén 24Go 1To - Noir,En stock,BU-V3400-I3-24G-W11P,220.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-vostro-3400-i3-11eme-gen-24go-1to-noir-b.jpg,DELL,1145000.0,925000,https://www.mytek.tn/pc-portable-dell-vostro-3400-i3-11eme-gen-24go-1to-noir.html,Windows 11 Pro,24 Go,1 an,14 Pouces,Intel Core i3,1 To HDD,Graphique Intégrée,Noir,MyTek
Pc Portable DELL Vostro 3510 i3 11è Gén 12Go 256Go SSD - Noir,En arrivage,3510-I3-256SSD-12G,404.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-vostro-3510-i3-11e-gen-12go-256go-ssd-noir-b.jpg,DELL,1329000.0,925000,https://www.mytek.tn/pc-portable-dell-vostro-3510-i3-11e-gen-12go-256go-ssd-noir.html,FreeDos,12 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
PC Portable LENOVO V15 G2 ITL i3 11è Gén 8Go 256Go SSD - Noir,En arrivage,82KB0001FE-8G,26.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-v15-g2-itl-i3-11e-gen-8go-256go-ssd-noir-b.jpg,LENOVO,955000.0,929000,https://www.mytek.tn/pc-portable-lenovo-v15-g2-itl-i3-11e-gen-8go-256go-ssd-noir.html,FreeDos,8 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
PC Portable LENOVO V15 AMD RYZEN 3 8Go 256Go SSD - Gris,En arrivage,82C70093FE-8G,230.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-v15-amd-ryzen-3-8go-256go-ssd-gris-b.jpg,LENOVO,1169000.0,939000,https://www.mytek.tn/pc-portable-lenovo-v15-amd-ryzen-3-8go-256go-ssd-gris.html,FreeDos,8 Go,1 an,15.6 Pouces,AMD Ryzen 3,256 Go SSD,AMD Radeon,Gris,MyTek
PC Portable HP 15-dw3086nk i3 11è Gén 8Go 256Go SSD - Noir,En arrivage,6U7Y0EA,196.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-15-dw3086nk-i3-11e-gen-8go-256go-ssd-noir-b.jpg,HP,1145000.0,949000,https://www.mytek.tn/pc-portable-hp-15-dw3086nk-i3-11e-gen-8go-256go-ssd-noir.html,Windows 11 Famille,8 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
Pc Portable DELL Vostro 3520 i3 12è Gén 4Go 256Go SSD - Noir,En stock,VOSTRO-3520-I3-256SSD,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-4go-256go-ssd-noir-b.jpg,DELL,nan,969000,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-4go-256go-ssd-noir.html,Windows 11 Famille,4 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
PC Portable LENOVO V15 G2 ITL i3 11è Gén 12Go 256 Go SSD - Noir,En arrivage,82KB00YXFE-12G,30.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-v15-g2-itl-i3-11e-gen-12go-256-go-ssd-noir-b.jpg,LENOVO,999000.0,969000,https://www.mytek.tn/pc-portable-lenovo-v15-g2-itl-i3-11e-gen-12go-256-go-ssd-noir.html,FreeDos,12 Go,2 ans,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
PC Portable LENOVO IdeaPad Slim 3 15AMN8 AMD RYZEN 3 8Go 256Go SSD - Gris,Epuisé,82XQ00BQFG,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-slim-3-15amn8-amd-ryzen-3-8go-256go-ssd-gris-g.jpg,LENOVO,nan,969000,https://www.mytek.tn/pc-portable-lenovo-ideapad-slim-3-15amn8-amd-ryzen-3-8go-256go-ssd-gris.html,Windows 11 Famille,8 Go,1 an,15.6 Pouces,AMD Ryzen 3,256 Go SSD,AMD Radeon,Gris,MyTek
Pc Portable DELL Vostro 3400 i3 11è Gén 32Go 1To - Noir,En stock,BU-V3400-I3-32G-W11P,240.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-vostro-3400-i3-11eme-gen-32go-1to-noir-j.jpg,DELL,1219000.0,979000,https://www.mytek.tn/pc-portable-dell-vostro-3400-i3-11eme-gen-32go-1to-noir.html,Windows 11 Pro,32 Go,1 an,14 Pouces,Intel Core i3,1 To HDD,Graphique Intégrée,Noir,MyTek
Pc Portable DELL Vostro 3520 i3 12è Gén 8Go 256Go SSD - Noir,En stock,VOSTRO-3520-I3-256SSD-8G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-8go-256go-ssd-noir.jpg,DELL,nan,989000,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-8go-256go-ssd-noir.html,Windows 11 Famille,8 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
PC Portable LENOVO V15 G3 IAP i3 12è Gén 4Go 256Go SSD - Noir,En stock,82TT002GFE,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-v15-g3-iap-i3-12e-gen-4g-256go-ssd-noir-b.jpg,LENOVO,nan,999000,https://www.mytek.tn/pc-portable-lenovo-v15-g3-iap-i3-12e-gen-4g-256go-ssd-noir.html,FreeDos,4 Go,2 ans,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
PC Portable LENOVO ThinkBook 15 G2 ITL i3 11è Gén 4Go 512Go SSD - Gris,En arrivage,20VE016VFE,390.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkbook-15-g2-itl-i3-11e-gen-4go-512go-ssd-gris-b.jpg,LENOVO,1389000.0,999000,https://www.mytek.tn/pc-portable-lenovo-thinkbook-15-g2-itl-i3-11e-gen-4go-512go-ssd-gris.html,FreeDos,4 Go,1 an,15.6 Pouces,Intel Core i3,512Go SSD,Graphique Intégrée,Gris,MyTek
Pc Portable DELL Vostro 3520 i3 12è Gén 12Go 256Go SSD - Noir,En stock,VOSTRO-3520-I3-256SSD-12G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-12go-256go-ssd-noir.jpg,DELL,nan,1025000,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-12go-256go-ssd-noir.html,Windows 11 Famille,12 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
Pc Portable DELL Vostro 3510 i3 11è Gén 4Go 256Go SSD - Noir,En arrivage,BU-3510-I3-256SSD-W10P,74.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-vostro-3510-i3-11e-gen-4g-256go-ssd-noir-b.jpg,DELL,1099000.0,1025000,https://www.mytek.tn/pc-portable-dell-vostro-3510-i3-11e-gen-4g-256go-ssd-noir.html,Windows 10 Pro,4 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
PC Portable LENOVO IdeaPad 3 15IAU7 i3 12è Gén 12 Go 256Go SSD - Gris,En arrivage,82RK00UGFG-12G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-ideapad-3-15iau7-i3-12e-gen-12-go-256go-ssd-gris-b.jpg,LENOVO,nan,1029000,https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iau7-i3-12e-gen-12-go-256go-ssd-gris.html,FreeDos,12 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Gris,MyTek
PC Portable HP 15-dw3085nk i3 11è Gén 16Go 256Go SSD - Gris,En arrivage,6U7X9EA-16G,186.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-15-dw3085nk-i3-11e-gen-16go-256go-ssd-gris-b.jpg,HP,1215000.0,1029000,https://www.mytek.tn/pc-portable-hp-15-dw3085nk-i3-11e-gen-16go-256go-ssd-gris.html,Windows 11 Famille,16 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Gris,MyTek
PC Portable LENOVO V15 G3 IAP i3 12è Gén 8Go 256Go SSD - Noir,Epuisé,82TT002GFE-8G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-v15-g3-iap-i3-12e-gen-8g-256go-ssd-noir-b.jpg,LENOVO,nan,1035000,https://www.mytek.tn/pc-portable-lenovo-v15-g3-iap-i3-12e-gen-8g-256go-ssd-noir.html,FreeDos,8 Go,2 ans,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
PC Portable LENOVO ThinkBook 15 G2 ITL i3 11è Gén 8Go 512Go SSD - Gris,En stock,20VE016VFE-8G,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkbook-15-g2-itl-i3-11e-gen-8go-512go-ssd-gris-b.jpg,LENOVO,nan,1039000,https://www.mytek.tn/pc-portable-lenovo-thinkbook-15-g2-itl-i3-11e-gen-8go-512go-ssd-gris.html,FreeDos,8 Go,1 an,15.6 Pouces,Intel Core i3,512Go SSD,Graphique Intégrée,Gris,MyTek
Pc Portable DELL Vostro 3510 i3 11è Gén 8Go 256Go SSD - Noir,En arrivage,BU-3510-I3-256SSD-8G-W10P,94.0,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-dell-vostro-3510-i3-11e-gen-8g-256go-ssd-noir-b.jpg,DELL,1139000.0,1045000,https://www.mytek.tn/pc-portable-dell-vostro-3510-i3-11e-gen-8g-256go-ssd-noir.html,Windows 10 Pro,8 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Noir,MyTek
PC Portable ASUS Vivobook 15 X1502ZA i3 12è Gén 4Go 256Go SSD - Bleu,En stock,X1502ZA-EJ727W,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-15-x1502za-i3-12e-gen-4go-256go-ssd-bleu-b.jpg,ASUS,nan,1049000,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502za-i3-12e-gen-4go-256go-ssd-bleu.html,Windows 11 Famille,8 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Bleu,MyTek
PC Portable ASUS Vivobook 15 X1502ZA i3 12è Gén 4Go 256Go SSD - Silver,En stock,X1502ZA-EJ1634W,nan,https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-asus-vivobook-15-x1502za-i3-12e-gen-4g-256go-ssd-silver-b.jpg,ASUS,nan,1049000,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502za-i3-12e-gen-4g-256go-ssd-silver.html,Windows 11 Famille,4 Go,1 an,15.6 Pouces,Intel Core i3,256 Go SSD,Graphique Intégrée,Silver,MyTek
